qa_index,query,ground_truth_answer,answer_type,confidence_hint,original_chunk_ids,final_chunk_ids,top_5_candidates,expansion_count
439,What basic rights do young children have?,"Young children have the right to be respected as individuals and to have their best interests be a primary consideration. This includes having their particular needs met for physical nurturing, emotional care, sensitive guidance, and having the time and space for social play, exploration, and learning in a safe and loving environment.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,38. A Good Start - Early Childhood Development Booklet_5,31. ece127infanttoddlerdevelopmentandcare_638 (sim: 0.658); 38. A Good Start - Early Childhood Development Booklet_5 (sim: 0.629); 31. ece127infanttoddlerdevelopmentandcare_854 (sim: 0.592); 31. ece127infanttoddlerdevelopmentandcare_856 (sim: 0.550); 38. A Good Start - Early Childhood Development Booklet_1 (sim: 0.506),0
191,What are some typical language milestones for a 24-month-old child?,"At 24 months, a child's vocabulary is typically between 150-300 words, and they can combine words into short sentences. They can name common objects, use at least two prepositions (like in, on, under), and begin to use pronouns such as 'my' and 'mine.' Approximately two-thirds of what they say should be understandable to others.",factoid,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,21. Paper_19_70,1. CHDV-100-OER-Textbook-updatedJuly2020_184 (sim: 0.717); 1. CHDV-100-OER-Textbook-updatedJuly2020_276 (sim: 0.667); 1. CHDV-100-OER-Textbook-updatedJuly2020_182 (sim: 0.657); 31. ece127infanttoddlerdevelopmentandcare_322 (sim: 0.656); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_156 (sim: 0.654),0
82,What are the main health consequences of eating disorders?,"For anorexia, consequences include an abnormally slow heart rate, low blood pressure, and risk of heart failure. For bulimia, the binge and purge cycle can cause electrolyte imbalances that affect the heart and other organs. Binge-eating disorder results in health risks similar to obesity, including high blood pressure, heart disease, and Type 2 diabetes.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_480,1. CHDV-100-OER-Textbook-updatedJuly2020_480 (sim: 0.741); 1. CHDV-100-OER-Textbook-updatedJuly2020_479 (sim: 0.653); 1. CHDV-100-OER-Textbook-updatedJuly2020_478 (sim: 0.617); 1. CHDV-100-OER-Textbook-updatedJuly2020_481 (sim: 0.549); 1. CHDV-100-OER-Textbook-updatedJuly2020_235 (sim: 0.518),0
276,How does giving choices help me gain control in a power struggle?,"Control is a curious thing; the more you give away, the more you gain. When you offer choices instead of making demands, you allow your child to have some control, but on your terms. This forces them to think about their options rather than reacting against your commands. The struggle is transferred inside the child's head, and you gain the control you need by relinquishing the control you don't.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_90; 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_95; 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_104,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_95 (sim: 0.610); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_111 (sim: 0.574); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_8 (sim: 0.571); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_93 (sim: 0.546); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_96 (sim: 0.517),2
271,Is it okay if I don't give my child a consequence for misbehavior right away?,"Yes, consequences can, and often should, be delayed. There is nothing wrong with saying something like, 'I am going to have to do something about that, but not right now. I will get back to you.' This is especially useful if you are in public or simply can't think of a good consequence at that moment. It gives you time to think and find the best response, which often makes the consequence more meaningful.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_69,25. Parenting20Love20Logic_20Children2020PDFDrive.com29_69 (sim: 0.608); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_122 (sim: 0.569); 25. Parenting20Love20Logic_20Children2020PDFDrive.com29_123 (sim: 0.540); 26. parenting-handbook-Final-Eversion_76 (sim: 0.518); 51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_79 (sim: 0.516),0
0,What are the main areas of a child's growth and development?,"A child's growth and development involves several key areas. These include physical changes from conception through adolescence, cognitive changes in thinking and memory, and shifts in emotions, psychological well-being, and social relationships throughout childhood and the teenage years.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_4,38. A Good Start - Early Childhood Development Booklet_3 (sim: 0.611); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_133 (sim: 0.571); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_113 (sim: 0.566); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_310 (sim: 0.565); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_122 (sim: 0.563),0
306,What is humility?,"Humility is the quality of being humble and free from pride or arrogance. It involves having the emotional strength to not always showcase or boast about your achievements. True humility is not about thinking less of yourself, but rather thinking of yourself less often.",paraphrase,medium,1. CHDV-100-OER-Textbook-updatedJuly2020_4,26. parenting-handbook-Final-Eversion_38; 26. parenting-handbook-Final-Eversion_39,26. parenting-handbook-Final-Eversion_38 (sim: 0.762); 26. parenting-handbook-Final-Eversion_39 (sim: 0.644); 26. parenting-handbook-Final-Eversion_40 (sim: 0.515); 26. parenting-handbook-Final-Eversion_25 (sim: 0.362); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_514 (sim: 0.350),1
165,What is the Montessori method of education?,The Montessori method is based on the idea that education should first develop a child's senses before moving on to abstract learning. The classroom is a prepared environment with specific teaching materials and activities that allow children to learn at their own pace. This approach helps so-called 'defective' children do as well as or better than 'normal' children in state exams.,paraphrase,medium,1. CHDV-100-OER-Textbook-updatedJuly2020_4,21. Paper_19_15,21. Paper_19_16 (sim: 0.701); 21. Paper_19_15 (sim: 0.650); 21. Paper_19_17 (sim: 0.638); 21. Paper_19_20 (sim: 0.570); 21. Paper_19_18 (sim: 0.567),0
540,What are the most important ways to prevent a medical emergency during pediatric dental sedation?,"Prevention is always better than management. Most sedation-related medical emergencies can be avoided. The key steps include careful patient screening through a thorough medical history before treatment, never giving more than the recommended dose of sedation or local anesthetic agents, using proper monitoring throughout the procedure, and being prepared to react correctly and quickly if an emergency is detected. Strictly following professional sedation guidelines is essential to preventing most problems.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,52. Behavior-Management-in-Dentistry-for-Children_423,52. Behavior-Management-in-Dentistry-for-Children_423 (sim: 0.778); 52. Behavior-Management-in-Dentistry-for-Children_436 (sim: 0.742); 52. Behavior-Management-in-Dentistry-for-Children_429 (sim: 0.741); 52. Behavior-Management-in-Dentistry-for-Children_422 (sim: 0.725); 52. Behavior-Management-in-Dentistry-for-Children_295 (sim: 0.722),0
9,How important are the first few years of a child's life for their emotional well-being?,"The first few years of life are considered very important for forming a child's personality. The ways that parents or caregivers interact with children can have a long-lasting impact on their emotional states. However, it's also important to know that children can be very resilient and may develop into healthy adults even if they come from difficult backgrounds.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,1. CHDV-100-OER-Textbook-updatedJuly2020_24,1. CHDV-100-OER-Textbook-updatedJuly2020_188 (sim: 0.681); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_454 (sim: 0.635); 23. FECP-M3-Understanding-SE-Development-in-Young-Children_5 (sim: 0.635); 52. Behavior-Management-in-Dentistry-for-Children_45 (sim: 0.623); 11. PG_M.A._Child Care and Education_312 11_Principles of Child Development_452 (sim: 0.616),0
374,What is trauma-informed care for infants and toddlers?,"Trauma-informed care is an approach that recognizes the widespread impact of trauma and understands potential paths for recovery. For infants and toddlers, it means understanding that their behavior may be shaped by past stressful experiences. A key goal is to provide supportive care that enhances their feelings of safety and security, which helps prevent re-traumatization and supports their coping skills.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,31. ece127infanttoddlerdevelopmentandcare_153,31. ece127infanttoddlerdevelopmentandcare_153 (sim: 0.773); 31. ece127infanttoddlerdevelopmentandcare_154 (sim: 0.666); 31. ece127infanttoddlerdevelopmentandcare_523 (sim: 0.624); 31. ece127infanttoddlerdevelopmentandcare_155 (sim: 0.595); 31. ece127infanttoddlerdevelopmentandcare_39 (sim: 0.555),0
406,Are there benefits to having children of different ages in the same preschool class?,"Yes, multi-age groupings can benefit both younger and older children in the classroom. In these mixed groups, children have the opportunity to learn from one another, which helps to develop their cooperative learning skills. This setup encourages peer-to-peer teaching and support, creating a collaborative and dynamic learning environment for everyone.",paraphrase,high,1. CHDV-100-OER-Textbook-updatedJuly2020_4,36. 1642572098-preschool_pdf_9,36. 1642572098-preschool_pdf_9 (sim: 0.561); 31. ece127infanttoddlerdevelopmentandcare_539 (sim: 0.556); 36. 1642572098-preschool_pdf_6 (sim: 0.552); 31. ece127infanttoddlerdevelopmentandcare_675 (sim: 0.547); 23. FECP-M3-Understanding-SE-Development-in-Young-Children_11 (sim: 0.537),0
157,How does preschool help children learn to get along with others?,Preschool helps children develop desirable social skills and manners by encouraging them to participate in games and group activities. This helps them become more sensitive to the rights and feelings of others. They get opportunities for self-expression that encourage them to be both independent and creative while interacting with their peers.,paraphrase,medium,1. CHDV-100-OER-Textbook-updatedJuly2020_4,21. Paper_19_3,23. FECP-M3-Understanding-SE-Development-in-Young-Children_11 (sim: 0.646); 36. 1642572098-preschool_pdf_6 (sim: 0.579); 38. A Good Start - Early Childhood Development Booklet_11 (sim: 0.568); 51. practical-approaches-to-behaviour-management-in-the-classroom-a-handbook-for-classroom-teachers-in-primary-schools_67 (sim: 0.560); 36. 1642572098-preschool_pdf_5 (sim: 0.559),0
